headword,pos,topic,confidence,rawTopic
obituary,noun,communication,0.520,communication
object,noun,general,0.710,general
object,verb,communication,0.560,communication
objection,noun,communication,0.650,communication
objective,adjective,general,0.850,general
objective,noun,general,0.570,general
obligation,noun,society,0.810,society
oblige,verb,general,0.700,general
oblique,adjective,general,0.910,general
obscure,adjective,general,0.960,general
obscure,verb,general,0.590,general
obscurely,adverb,general,0.630,general
observation,noun,general,0.490,science
observe,verb,general,0.820,general
observer,noun,general,0.330,society
obsess,verb,feelings,0.960,feelings
obsession,noun,feelings,0.980,feelings
obsessive,adjective,feelings,0.980,feelings
obstacle,noun,general,0.940,general
obtain,verb,general,0.970,general
obvious,adjective,general,1.000,general
obviously,adverb,general,0.990,general
occasion,noun,general,0.830,general
occasion,verb,general,0.920,general
occasional,adjective,general,1.000,general
occasionally,adverb,general,1.000,general
occupant,noun,home,0.630,home
occupation,noun,work,1.000,work
occupational,adjective,work,1.000,work
occupy,verb,general,0.670,general
occur,verb,general,1.000,general
ocean,noun,nature,1.000,nature
octogenarian,noun,family,0.670,family
odd,adjective,general,1.000,general
oddity,noun,general,0.900,general
of,preposition,general,1.000,general
off,adjective,general,0.910,general
off,adverb,general,1.000,general
off,preposition,general,1.000,general
offend,verb,feelings,0.580,feelings
offender,noun,society,1.000,society
offense/offence,noun,society,0.990,society
offensive,adjective,general,0.400,general
offer,noun,business,0.600,business
offer,verb,general,0.450,general
offhand,adverb,general,0.610,general
office,noun,work,1.000,work
officer,noun,society,0.620,society
official,adjective,society,0.670,society
official,noun,society,0.830,society
officially,adverb,general,0.790,general
offshore,adjective,general,0.390,business
offspring,noun,family,1.000,family
often,adverb,general,1.000,general
oil,noun,food,0.850,food
oily,adjective,general,0.570,general
ointment,noun,health,1.000,health
old,adjective,general,0.990,general
old-fashioned,adjective,general,0.940,general
olive,noun,food,0.990,food
olive oil,noun,food,1.000,food
omelet/omelette,noun,food,1.000,food
on,adverb,general,1.000,general
on,preposition,general,1.000,general
once,adverb,general,1.000,general
once,conjunction,general,1.000,general
one,determiner,general,1.000,general
one,number,general,1.000,general
one,pronoun,general,1.000,general
oneself,pronoun,general,1.000,general
onion,noun,food,1.000,food
online,adjective,technology,1.000,technology
online,adverb,technology,0.970,technology
only,adjective,general,1.000,general
only,adverb,general,1.000,general
onstage,adjective,arts,0.980,arts
onto/on to,preposition,general,1.000,general
opacity,noun,general,0.340,science
opaque,adjective,general,0.900,general
open,adjective,general,0.990,general
open,verb,general,0.960,general
opening,noun,general,0.540,general
openly,adverb,general,0.660,general
opera,noun,arts,0.870,arts
operate,verb,general,0.410,general
operation,noun,general,0.420,work
operator,noun,work,0.780,work
opinion,noun,feelings,0.930,feelings
opponent,noun,sports,0.620,sports
opportunity,noun,general,0.750,general
oppose,verb,general,0.560,general
opposite,adjective,general,1.000,general
opposite,adverb,general,0.990,general
opposite,noun,general,0.810,general
opposite,preposition,general,1.000,general
opposition,noun,society,0.870,society
oppress,verb,society,0.990,society
oppression,noun,society,1.000,society
optimism,noun,feelings,1.000,feelings
optimist,noun,feelings,1.000,feelings
optimistic,adjective,feelings,1.000,feelings
option,noun,general,0.900,general
optional,adjective,general,0.990,general
opulence,noun,business,0.720,business
opulent,adjective,general,0.700,general
opulently,adverb,general,0.880,general
or,conjunction,general,1.000,general
oral,adjective,communication,0.960,communication
oral,noun,communication,0.860,communication
orange,adjective,general,0.780,general
orange,noun,food,0.990,food
orator,noun,communication,0.660,communication
orbit,noun,science,0.990,science
orchard,noun,general,0.460,nature
orchestra,noun,entertainment,0.560,entertainment
orchestral,adjective,entertainment,0.520,entertainment
orchid,noun,animals,0.980,animals
ordain,verb,arts,0.540,arts
order,noun,general,0.540,general
order,verb,general,0.280,general
orderly,adjective,general,0.600,general
ordinarily,adverb,general,1.000,general
ordinary,adjective,general,1.000,general
ore,noun,nature,0.900,nature
organ,noun,body,0.840,body
organic,adjective,food,0.920,food
organism,noun,science,0.640,science
organization/organisation,noun,society,0.530,society
organizational,adjective,work,0.670,work
organize/organise,verb,general,0.760,general
organized/organised,adjective,general,0.620,general
organizer/organiser,noun,work,0.500,work
origin,noun,general,0.770,general
original,adjective,general,0.990,general
original,noun,general,0.470,arts
originality,noun,arts,0.580,arts
originally,adverb,general,1.000,general
originate,verb,general,0.970,general
ornament,noun,general,0.440,home
ornamental,adjective,general,0.430,general
ornate,adjective,arts,0.550,arts
orphan,noun,family,0.980,family
orphan,verb,family,0.620,family
ostensible,adjective,general,0.880,general
ostensibly,adverb,general,0.910,general
other,determiner,general,1.000,general
other,pronoun,general,1.000,general
otherwise,adverb,general,1.000,general
otter,noun,animals,1.000,animals
ought to,modal auxiliary,general,0.860,general
ounce,noun,general,1.000,general
our,determiner,general,1.000,general
ours,pronoun,general,1.000,general
ourselves,pronoun,general,1.000,general
out,adverb,general,1.000,general
out of,preposition,general,1.000,general
out-of-date,adjective,general,0.990,general
outback,noun,nature,0.790,nature
outbreak,noun,health,0.990,health
outcome,noun,general,0.960,general
outdistance,verb,sports,0.550,sports
outdo,verb,general,0.820,general
outdoor,adjective,general,0.490,nature
outdoors,adverb,general,0.630,general
outer,adjective,general,0.970,general
outfit,noun,shopping,1.000,shopping
outgrow,verb,general,0.440,family
outing,noun,general,0.430,travel
outlaw,noun,society,1.000,society
outlet,noun,home,0.550,home
outline,noun,general,0.440,communication
outline,verb,communication,0.660,communication
outlive,verb,general,0.760,general
outlook,noun,feelings,0.830,feelings
outmoded,adjective,general,0.970,general
outpatient,noun,health,1.000,health
output,noun,general,0.490,technology
outrage,noun,feelings,0.880,feelings
outrageous,adjective,general,0.510,general
outset,noun,general,0.990,general
outshine,verb,general,0.850,general
outside,adjective,general,0.960,general
outside,adverb,general,1.000,general
outside,noun,general,0.680,general
outside,preposition,general,1.000,general
outsider,noun,society,0.930,society
outskirts,noun,city,1.000,city
outstanding,adjective,general,0.950,general
outward,adjective,general,0.920,general
outwardly,adverb,general,0.930,general
outweigh,verb,general,0.960,general
oval,adjective,general,0.950,general
oven,noun,food,0.700,food
over,adverb,general,1.000,general
over,preposition,general,1.000,general
overall,adjective,general,0.990,general
overall,adverb,general,1.000,general
overalls,noun,shopping,0.890,shopping
overboard,adverb,general,0.760,general
overbook,verb,travel,0.870,travel
overcoat,noun,shopping,1.000,shopping
overcome,verb,general,0.690,general
overdraft,noun,business,1.000,business
overdraft,verb,business,1.000,business
overemphasize/overemphasise,verb,communication,0.920,communication
overestimate,verb,general,0.890,general
overhear,verb,communication,0.990,communication
overjoyed,adjective,feelings,1.000,feelings
overlap,noun,general,0.940,general
overlay,verb,general,0.400,technology
overlook,verb,general,0.870,general
overly,adverb,general,1.000,general
overnight,adjective,general,0.950,general
overnight,adverb,general,1.000,general
overseas,adjective,general,0.400,city
overseas,adverb,travel,0.590,travel
oversee,verb,work,0.970,work
overseer,noun,work,0.960,work
overshadow,verb,general,0.780,general
oversize,adjective,shopping,0.960,shopping
overstep,verb,society,0.540,society
overtake,verb,travel,0.890,travel
overthrow,verb,society,1.000,society
overtime,adverb,work,0.920,work
overtime,noun,work,0.990,work
overturn,verb,society,0.770,society
overweight,adjective,body,0.660,body
overwhelm,verb,feelings,0.930,feelings
overwhelming,adjective,feelings,0.700,feelings
overwork,noun,work,0.900,work
ow,noun,general,0.130,business
owe,verb,business,0.980,business
owing,adjective,business,0.960,business
owing to,preposition,general,1.000,general
owl,noun,animals,1.000,animals
own,adjective,general,0.980,general
own,pronoun,general,1.000,general
own,verb,general,0.470,business
owner,noun,business,0.910,business
ox,noun,animals,1.000,animals
oxygen,noun,science,0.920,science
ozone,noun,nature,0.640,nature
p.m./P.M./pm/PM,adverb,general,1.000,general
pH,noun,science,1.000,science
pa,noun,family,0.970,family
pace,noun,body,0.540,body
pace,verb,body,0.700,body
pacific,adjective,feelings,0.650,feelings
pack,noun,travel,0.870,travel
pack,verb,travel,0.820,travel
package,noun,shopping,0.610,shopping
packed,adjective,general,0.760,general
packet,noun,general,0.340,technology
packing,noun,travel,0.980,travel
pad,noun,home,0.620,home
paddle,noun,sports,0.500,sports
paddle,verb,sports,0.610,sports
page,noun,education,0.660,education
paid,adjective,business,0.660,business
pain,noun,health,0.740,health
painful,adjective,general,0.430,health
painstaking,adjective,general,0.360,feelings
painstakingly,adverb,general,0.880,general
paint,noun,arts,0.900,arts
paint,verb,arts,0.930,arts
paintbrush,noun,arts,1.000,arts
painter,noun,arts,0.720,arts
painting,noun,arts,1.000,arts
pair,noun,general,0.910,general
pajamas/pyjamas,noun,shopping,0.760,shopping
pal,noun,family,1.000,family
palace,noun,city,0.820,city
palatable,adjective,food,0.990,food
palate,noun,body,0.760,body
pale,adjective,body,0.970,body
pallet,noun,business,0.730,business
palm,noun,body,0.990,body
pan,noun,food,0.910,food
pancake,noun,food,1.000,food
pandemic,adjective,health,0.990,health
panel,noun,general,0.250,work
panic,noun,feelings,1.000,feelings
panic,verb,feelings,0.990,feelings
panorama,noun,general,0.360,nature
panoramic,adjective,general,0.550,general
pants,noun,shopping,1.000,shopping
papaya,noun,food,0.980,food
paper,noun,general,0.310,education
paperless,adjective,technology,0.500,technology
paperwork,noun,work,0.980,work
parable,noun,arts,0.980,arts
parachute,noun,travel,0.570,travel
parade,noun,general,0.370,entertainment
paradise,noun,arts,0.720,arts
paradox,noun,general,0.390,general
paradoxical,adjective,general,0.950,general
paradoxically,adverb,general,0.940,general
paragraph,noun,communication,0.880,communication
paralysis,noun,health,0.990,health
paralyze/paralyse,verb,health,0.680,health
paralyzingly/paralysingly,adverb,general,0.780,general
paramedic,adjective,health,0.780,health
parameter,noun,science,0.650,science
paramount,adjective,general,0.990,general
parasite,noun,animals,0.570,animals
parasitic,adjective,general,0.270,feelings
paratrooper,noun,society,0.950,society
parcel,noun,general,0.300,shopping
pardon,noun,society,0.580,society
pardon,verb,general,0.460,society
parent,noun,family,1.000,family
parental,adjective,family,1.000,family
park,noun,city,0.890,city
park,verb,travel,0.680,travel
parking,noun,travel,0.920,travel
parliament,noun,society,1.000,society
parochial,adjective,general,0.470,feelings
parrot,noun,animals,1.000,animals
part,noun,general,0.960,general
part,verb,general,0.540,general
part-time,adjective,work,1.000,work
part-time,adverb,work,0.900,work
partial,adjective,general,0.970,general
participant,noun,general,0.400,general
participate,verb,general,0.840,general
participation,noun,society,0.640,society
participle,noun,communication,0.990,communication
particle,noun,science,0.920,science
particular,adjective,general,1.000,general
particularly,adverb,general,1.000,general
partisan,noun,society,1.000,society
partly,adverb,general,1.000,general
partner,noun,family,0.960,family
partnership,noun,business,0.940,business
party,noun,entertainment,0.990,entertainment
pass,noun,general,0.440,travel
pass,verb,general,0.900,general
passage,noun,communication,0.590,communication
passenger,noun,travel,1.000,travel
passion,noun,feelings,1.000,feelings
passionate,adjective,feelings,1.000,feelings
passionately,adverb,feelings,0.840,feelings
passive,adjective,feelings,0.610,feelings
passport,noun,travel,1.000,travel
password,noun,technology,1.000,technology
past,adjective,general,0.990,general
past,adverb,general,1.000,general
past,preposition,general,1.000,general
